Dataset,Seed,Analysis Type,Model,AUROC Score,AUROC std,RMSE,Spearman,avgp,avgp_std,davgp,davgp_std
cyp3a4_veith,4,Classification,CLAMP,0.8164829796715916,0.0050490089414291,,,0.6823578320437074,0.0083069675989501,0.2881843248813059,0.0068764576077557
cyp3a4_veith,4,Classification,coati2,0.7935792396558226,0.0047894206150172,,,0.6535726777959765,0.0089120391346936,0.2593991706335751,0.0072302941676841
cyp3a4_veith,4,Classification,Autoreg Only,0.6873541717563264,0.0058086104546989,,,0.5303616491361034,0.0086687956501181,0.136188141973702,0.0059126288078221
cyp3a4_veith,5,Classification,Barlow Closed (Text),0.7648867374920025,0.0053176623411824,,,0.6230779223848956,0.0084848682968758,0.2118047780296604,0.0060640162444272
cyp3a4_veith,5,Classification,Grande Closed (Text),0.7483994996911879,0.0055524683313552,,,0.6060898863376721,0.0085410250154901,0.1948167419824369,0.0064461151182045
cyp3a4_veith,5,Classification,CLAMP,0.810703415117709,0.0048694555645574,,,0.6873624781202643,0.0087759949760318,0.2760893337650291,0.0071317947769171
cyp3a4_veith,5,Classification,coati2,0.7830014758666419,0.0056431570391882,,,0.6516172268845034,0.0081621366164944,0.2403440825292682,0.0067844474404677
cyp3a4_veith,5,Classification,Autoreg Only,0.6732858158238186,0.0062366309354363,,,0.5312446384657679,0.0089905767488247,0.1199714941105327,0.0058430559532175
cyp3a4_veith,6,Classification,Barlow Closed (Text),0.7369269396265881,0.005550492153279,,,0.6195327990724395,0.0085102726788561,0.1746696170308206,0.0054370267274879
cyp3a4_veith,6,Classification,Grande Closed (Text),0.7270378499785833,0.0056614879525012,,,0.6087302686251916,0.0080202733667418,0.1638670865835727,0.0055009611716444
cyp3a4_veith,6,Classification,CLAMP,0.7961545569782638,0.0052625703839369,,,0.6876354017472287,0.0079443571416923,0.2427722197056098,0.006002458844086
cyp3a4_veith,6,Classification,coati2,0.7689114000013046,0.0054644689079423,,,0.656594317436513,0.0078932103274959,0.211731135394894,0.0058886268465256
cyp3a4_veith,6,Classification,Autoreg Only,0.6453537129202623,0.0058773755172255,,,0.5377700970047802,0.0082296013090892,0.0929069149631612,0.0046136628940301
cyp3a4_veith,7,Classification,Barlow Closed (Text),0.7585700811625617,0.0052344375651763,,,0.6333147173165034,0.0082838700054083,0.2000851580833393,0.0058421590643861
cyp3a4_veith,7,Classification,Grande Closed (Text),0.745550700030922,0.0054120296647627,,,0.6171554512102813,0.0080861739228277,0.1839258919771172,0.0055631014283498
cyp3a4_veith,7,Classification,CLAMP,0.8036304577634962,0.0051552716805245,,,0.6887606220285589,0.0080948643337714,0.2555310627953949,0.006512210883502
cyp3a4_veith,7,Classification,coati2,0.7792667093538793,0.0053911700317975,,,0.6566777750429285,0.0078773957874614,0.2234482158097644,0.0061087530544357
cyp3a4_veith,7,Classification,Autoreg Only,0.6552423702074747,0.0062451796465226,,,0.534398288269998,0.0086154641961228,0.101168729036834,0.0049107102567814
cyp3a4_veith,8,Classification,Barlow Closed (Text),0.7549585175860913,0.0052415956746031,,,0.6344462334314889,0.0080882327381551,0.1955537039426291,0.0057484085813901
cyp3a4_veith,8,Classification,Grande Closed (Text),0.7370005149541037,0.0055098415466938,,,0.6145488610087482,0.0082373387542083,0.1756563315198884,0.0058012622445853
cyp3a4_veith,8,Classification,CLAMP,0.8014759837939313,0.0052656505436952,,,0.6921419281018125,0.0077586779231288,0.2532493986129527,0.0064935175350572
cyp3a4_veith,8,Classification,coati2,0.7705697463101767,0.0055496208332142,,,0.654432611019306,0.0082081924263085,0.2155400815304463,0.0062865509411413
cyp3a4_veith,8,Classification,Autoreg Only,0.6558923555199538,0.0060427069915253,,,0.5406417485391918,0.0083385325646468,0.101749219050332,0.0047619003194215
cyp3a4_veith,9,Classification,Barlow Closed (Text),0.7640142892730937,0.0055654395514737,,,0.6384977375575585,0.0078553946451397,0.2131331627582794,0.0060028479001585
cyp3a4_veith,9,Classification,Grande Closed (Text),0.7553147611886067,0.0057605054281325,,,0.6284107182120137,0.0081783983004862,0.2030461434127346,0.0061380072618658
cyp3a4_veith,9,Classification,CLAMP,0.8187303579062434,0.0050899733311084,,,0.706209097501563,0.0080203711781028,0.280844522702284,0.0062782653391909
cyp3a4_veith,9,Classification,coati2,0.7942824454546773,0.0052298785040231,,,0.676816533126023,0.0076175683606838,0.2514519583267439,0.0066156915665114
cyp3a4_veith,9,Classification,Autoreg Only,0.6771660838569394,0.0061765994616267,,,0.5503015971357639,0.0084161833714094,0.1249370223364848,0.0052703412140296
bioavailability_ma,0,Classification,Barlow Closed (Text),0.574525452976704,0.0323570648377134,,,0.7909551729547415,0.0252651022419157,0.0284551729547415,0.012335282724129
bioavailability_ma,0,Classification,Grande Closed (Text),0.5663287316652287,0.0318448200698469,,,0.7877049180327869,0.023900023986577,0.0252049180327869,0.0131624403982682
bioavailability_ma,0,Classification,CLAMP,0.5871440897325281,0.0315293707934238,,,0.7958645421141888,0.0236683734910724,0.0333645421141888,0.0127845585635298
bioavailability_ma,0,Classification,coati2,0.6331967213114754,0.0319305385520324,,,0.8150831056466302,0.0238375877102721,0.0525831056466302,0.0137700455501115
bioavailability_ma,0,Classification,Autoreg Only,0.5885461604831751,0.0315413011795069,,,0.7967393319054288,0.0243948667978566,0.0342393319054288,0.0133920674401393
bioavailability_ma,1,Classification,Barlow Closed (Text),0.5735547886108715,0.02988778109084,,,0.790392099462736,0.0257581758775099,0.027892099462736,0.0126853286389837
bioavailability_ma,1,Classification,Grande Closed (Text),0.5695642795513374,0.0309975023600361,,,0.7889344262295082,0.0261333666457805,0.0264344262295082,0.0120538764496891
bioavailability_ma,1,Classification,CLAMP,0.5552200172562555,0.0339074676179113,,,0.7833070617906683,0.0262516479459054,0.0208070617906683,0.0125502026512738
bioavailability_ma,1,Classification,coati2,0.6003019844693702,0.0319677727396627,,,0.8012361903064861,0.0237135860828273,0.0387361903064861,0.0132716555021308
bioavailability_ma,1,Classification,Autoreg Only,0.5337575496117342,0.0308371796496407,,,0.775002933848487,0.024719386255346,0.0125029338484869,0.0112643548344105
bioavailability_ma,2,Classification,Barlow Closed (Text),0.5848571428571429,0.0331018931398767,,,0.8116956066945606,0.0239883363062696,0.0304456066945606,0.0126987811651953
bioavailability_ma,2,Classification,Grande Closed (Text),0.56,0.0339726620221155,,,0.8025337837837838,0.0233884411620973,0.0212837837837838,0.0118604062474391
bioavailability_ma,2,Classification,CLAMP,0.5657142857142857,0.0325817633110319,,,0.8045940170940171,0.023549648348888,0.0233440170940171,0.0117803444426384
bioavailability_ma,2,Classification,coati2,0.62,0.0308019134774416,,,0.825,0.0234557469272227,0.0437499999999999,0.0127063207568955
bioavailability_ma,2,Classification,Autoreg Only,0.5442857142857143,0.0318775215354651,,,0.796844512195122,0.0248562558021761,0.0155945121951219,0.0112797825651452
bioavailability_ma,3,Classification,Barlow Closed (Text),0.5793637621023514,0.0335458703494553,,,0.7930106175176969,0.0245161214818424,0.0303523896695956,0.0125100192808182
bioavailability_ma,3,Classification,Grande Closed (Text),0.5795020746887967,0.033685337758877,,,0.7932461346654097,0.0263070656673866,0.0305879068173084,0.0140492909539129
bioavailability_ma,3,Classification,CLAMP,0.5538865836791148,0.0322062307281102,,,0.7828702644196499,0.0254240859204379,0.0202120365715486,0.0129702996099746
bioavailability_ma,3,Classification,coati2,0.6150760719225449,0.0321061117351087,,,0.8075285316605763,0.0243463161364485,0.044870303812475,0.0135542446097744
bioavailability_ma,3,Classification,Autoreg Only,0.5769847856154909,0.0322665378239868,,,0.7921959071194742,0.0244956343336452,0.0295376792713729,0.013947062487499
bioavailability_ma,4,Classification,Barlow Closed (Text),0.5679091266719118,0.0286466590199001,,,0.7780032363215758,0.0241669416371423,0.0264880848064242,0.0116271568255199
bioavailability_ma,4,Classification,Grande Closed (Text),0.5926435877261998,0.0310151916962923,,,0.7885161825948392,0.0245976663237835,0.0370010310796877,0.0137076418829755
bioavailability_ma,4,Classification,CLAMP,0.5640243902439024,0.030107586449711,,,0.7764863828154968,0.0254143121833712,0.0249712313003452,0.0123634308668958
bioavailability_ma,4,Classification,coati2,0.5923485444531864,0.0296057260838754,,,0.7881551476533555,0.0253715710111429,0.036639996138204,0.0132034871750922
bioavailability_ma,4,Classification,Autoreg Only,0.5498623131392604,0.0299164891289931,,,0.7707885304659498,0.0251161736763665,0.0192733789507982,0.0119340029141749
bioavailability_ma,5,Classification,Barlow Closed (Text),0.5914027149321267,0.0329294755525945,,,0.8281078202308961,0.0227292880472785,0.0312328202308961,0.0127763832283033
bioavailability_ma,5,Classification,Grande Closed (Text),0.5963800904977375,0.0348988793247225,,,0.8301667190940547,0.0248558142859432,0.0332917190940547,0.0133806769671612
bioavailability_ma,5,Classification,CLAMP,0.5817496229260934,0.0357787402899577,,,0.8246541139820415,0.0247952992978613,0.0277791139820414,0.012473307740313
bioavailability_ma,5,Classification,coati2,0.6244343891402715,0.0337445925757198,,,0.8401068006388075,0.023510513158148,0.0432318006388074,0.0132880890536815
bioavailability_ma,5,Classification,Autoreg Only,0.5622926093514329,0.0349149652702968,,,0.8178223801482315,0.0223623209292596,0.0209473801482314,0.011848269219654
bioavailability_ma,6,Classification,Barlow Closed (Text),0.6039321169097664,0.0332799810078475,,,0.811310212344047,0.0255067567504114,0.039435212344047,0.0144067211704165
bioavailability_ma,6,Classification,Grande Closed (Text),0.5808884698574677,0.0343381125771763,,,0.8021413041149883,0.0261154719656522,0.0302663041149883,0.0137560303666961
bioavailability_ma,6,Classification,CLAMP,0.537629637845932,0.0312418643283396,,,0.7854448800452591,0.0257342004297503,0.0135698800452591,0.0115718114045375
bioavailability_ma,6,Classification,coati2,0.6157728356718984,0.0307808551349251,,,0.815851850108276,0.0227075797467111,0.043976850108276,0.0135751997792154
bioavailability_ma,6,Classification,Autoreg Only,0.5449226332427486,0.0330935307084369,,,0.7882717611336032,0.0251767086788162,0.0163967611336032,0.0125616319856908
bioavailability_ma,7,Classification,Barlow Closed (Text),0.5973732691507696,0.0340223773463816,,,0.8062884183227335,0.0268025462891449,0.036807898842214,0.013703326558606
bioavailability_ma,7,Classification,Grande Closed (Text),0.6178463184168301,0.0321709099475209,,,0.8150490791364617,0.024207625513329,0.0455685596559423,0.0138104294190174
bioavailability_ma,7,Classification,CLAMP,0.54388779937006,0.0331630711728418,,,0.7855281630925455,0.0263149371372109,0.016047643612026,0.0127658674404833
bioavailability_ma,7,Classification,coati2,0.6198668806085458,0.032507011516597,,,0.8152072340489501,0.023878310923455,0.0457267145684306,0.0134292477558713
bioavailability_ma,7,Classification,Autoreg Only,0.5974326974505259,0.0311695001060612,,,0.8066307965042142,0.0238632423041464,0.0371502770236947,0.013738330865167
bioavailability_ma,8,Classification,Barlow Closed (Text),0.5699616576500867,0.0324886019154676,,,0.7804719917012448,0.0257373133346041,0.0273469917012447,0.0132519252369146
bioavailability_ma,8,Classification,Grande Closed (Text),0.5830400756342244,0.030053948446536,,,0.7860500754432289,0.0249386932164068,0.0329250754432288,0.014301635487408
bioavailability_ma,8,Classification,CLAMP,0.526183097851778,0.0316374647239034,,,0.7630597443942522,0.026992349833611,0.0099347443942521,0.0121929911595818
bioavailability_ma,8,Classification,coati2,0.6136351699143863,0.0297251053382855,,,0.7986369828860435,0.0239304711178724,0.0455119828860434,0.0146807807971968
bioavailability_ma,8,Classification,Autoreg Only,0.6081464362624087,0.0315998677210294,,,0.7967416088081838,0.0256638156661438,0.0436166088081837,0.0143124898751961
bioavailability_ma,9,Classification,Barlow Closed (Text),0.5846560846560847,0.0320084257468613,,,0.7921130952380953,0.025720015444542,0.0327380952380952,0.0126229648449266
bioavailability_ma,9,Classification,Grande Closed (Text),0.6399444177221956,0.0328057191348147,,,0.8160011414122801,0.0239230790509282,0.05662614141228,0.0146942450689885
bioavailability_ma,9,Classification,CLAMP,0.5944898722676502,0.0319629669398584,,,0.7963220164609054,0.0255226040558567,0.0369470164609053,0.0128649681848481
bioavailability_ma,9,Classification,coati2,0.596360429693763,0.0299229623649564,,,0.796785519763461,0.0241634818063613,0.0374105197634609,0.0132766611382693
bioavailability_ma,9,Classification,Autoreg Only,0.5431831542942656,0.0329787914871216,,,0.7756608103830327,0.0266202770853515,0.0162858103830326,0.0128074530502689
clintox,0,Classification,Barlow Closed (Text),0.6474043462109955,0.0299936007610888,,,0.1561395878393809,0.0273709789903647,0.0693010532396523,0.0238900026861995
clintox,0,Classification,Grande Closed (Text),0.6296201708766715,0.0315630555801092,,,0.1283698136113689,0.0211835391715714,0.0415312790116403,0.0154873778816122
clintox,0,Classification,CLAMP,0.6514789190193165,0.0319881158210663,,,0.1691746724979001,0.0329595474120746,0.0823361378981714,0.0291600832825051
clintox,0,Classification,coati2,0.5867268759286776,0.0257425493096775,,,0.12926477091006,0.0247569689895312,0.0424262363103314,0.0222554074513974
clintox,0,Classification,Autoreg Only,0.6472070022288261,0.0305972105839303,,,0.1270675436272519,0.0191104820918416,0.0402290090275233,0.0123735891926606
clintox,1,Classification,Barlow Closed (Text),0.6000400480576692,0.0330569470877929,,,0.10453708045823,0.0202714122417754,0.0298088195886648,0.0144298402635174
clintox,1,Classification,Grande Closed (Text),0.6124549459351221,0.0362980438629692,,,0.1044572275550536,0.0177436813286759,0.0297289666854884,0.0138896401256904
clintox,1,Classification,CLAMP,0.6088506207448938,0.0320764662162337,,,0.1108341412484152,0.0220933651799117,0.03610588037885,0.0179971015612365
clintox,1,Classification,coati2,0.6396876251501803,0.0327913538953206,,,0.151469861660079,0.0353072562765196,0.0767416007905138,0.0302428025602572
clintox,1,Classification,Autoreg Only,0.6099052195968495,0.0345623284929868,,,0.100038317962231,0.0171924850915444,0.0253100570926657,0.0109590412538695
clintox,2,Classification,Barlow Closed (Text),0.6292269814902707,0.0368415526881518,,,0.1057167216093837,0.0227857291626951,0.0392309685564665,0.0173013009935655
clintox,2,Classification,Grande Closed (Text),0.6162049121974371,0.0364387318090495,,,0.0943984630439573,0.0177957488164808,0.0279127099910401,0.0134175782886567
clintox,2,Classification,CLAMP,0.6335577835785478,0.0339709464294228,,,0.1129344546502454,0.0235369846931154,0.0464487015973282,0.0195244195886867
clintox,2,Classification,coati2,0.6881525866160417,0.0363097291407083,,,0.1738232154010405,0.0392181583650667,0.1073374623481233,0.0380667591682
clintox,2,Classification,Autoreg Only,0.6768213099193165,0.0334452560340774,,,0.1108730369449582,0.0202718549112793,0.044387283892041,0.0140371034022052
clintox,3,Classification,Barlow Closed (Text),0.6296887470071828,0.0331579281881496,,,0.1259972037174109,0.0266612017975097,0.053458343613784,0.022092808661595
clintox,3,Classification,Grande Closed (Text),0.6096867517956903,0.032346200522457,,,0.1017862925610658,0.0182731958022083,0.0292474324574389,0.0135590984441696
clintox,3,Classification,CLAMP,0.5602055067837192,0.0288736024106435,,,0.0881495586702004,0.0149275678329162,0.0156106985665735,0.0108570611372507
clintox,3,Classification,coati2,0.6320830007980847,0.0304039380766111,,,0.1472857519226185,0.033551210011929,0.0747468918189915,0.0305771141883458
clintox,3,Classification,Autoreg Only,0.6870510774142059,0.032574273919571,,,0.1240415086047372,0.0193107952543913,0.0515026485011103,0.0149550993189313
clintox,4,Classification,Barlow Closed (Text),0.6189818650464881,0.0347617187105069,,,0.1137904437137173,0.0227374039537236,0.0398774002354564,0.0181885550617969
clintox,4,Classification,Grande Closed (Text),0.6446653778882446,0.0376923356510023,,,0.1102857275115436,0.0194555256462513,0.0363726840332827,0.0138944520326493
clintox,4,Classification,CLAMP,0.6598085243487066,0.0363201468601736,,,0.1291356516649489,0.0248979850023214,0.055222608186688,0.0207482138289426
clintox,4,Classification,coati2,0.6671729724753752,0.0355358700213772,,,0.155007510250477,0.0345479098099494,0.0810944667722161,0.0290926752853935
clintox,4,Classification,Autoreg Only,0.6063242198287766,0.0342670523334569,,,0.0957942597328786,0.0155801368280773,0.0218812162546177,0.0095837754012636
clintox,5,Classification,Barlow Closed (Text),0.6043906976744187,0.0346581643590023,,,0.0958055820996339,0.0223189433832166,0.031434324614604,0.0178795841994182
clintox,5,Classification,Grande Closed (Text),0.5968744186046512,0.0379225766883827,,,0.0859216678044139,0.0177323918693169,0.0215504103193839,0.0125702110778929
clintox,5,Classification,CLAMP,0.6079627906976744,0.0364537579846002,,,0.103570367075637,0.0247655615004037,0.039199109590607,0.021193946229827
clintox,5,Classification,coati2,0.5971348837209303,0.0338934148597807,,,0.0979277580795475,0.0248653547955623,0.0335565005945175,0.0207371223906079
clintox,5,Classification,Autoreg Only,0.6274418604651163,0.0397918691512382,,,0.0920730772422737,0.0177608293606634,0.0277018197572437,0.013031953741282
clintox,6,Classification,Barlow Closed (Text),0.7200292397660819,0.0364077576752428,,,0.1854255239800104,0.0366169003869478,0.1122547922726933,0.0314058595778602
clintox,6,Classification,Grande Closed (Text),0.7134502923976609,0.0339849013641769,,,0.1552896661042082,0.0300964715323123,0.0821189343968911,0.0232782605844635
clintox,6,Classification,CLAMP,0.6627680311890839,0.0349176273778741,,,0.1365565196268209,0.0261855397098715,0.0633857879195038,0.0231635011711332
clintox,6,Classification,coati2,0.7049220272904483,0.0345403816066573,,,0.2048539596507076,0.0433263302744282,0.1316832279433905,0.0398067338654466
clintox,6,Classification,Autoreg Only,0.6203703703703705,0.035745777741881,,,0.1018290611040667,0.017341930290032,0.0286583293967496,0.0124864278138758
clintox,7,Classification,Barlow Closed (Text),0.619316447970705,0.0336986528106181,,,0.1265929535232383,0.0246544728246908,0.0477886056971514,0.0200008656850117
clintox,7,Classification,Grande Closed (Text),0.6406265893601871,0.0323920352729236,,,0.119713169730924,0.0209412478519587,0.040908821904837,0.014781079394117
clintox,7,Classification,CLAMP,0.6750076289288984,0.0354461286373772,,,0.1553137626102203,0.0291718873897258,0.0765094147841333,0.0260507573472211
clintox,7,Classification,coati2,0.6835774590580815,0.0324973953055997,,,0.187369278323801,0.039728706415632,0.1085649304977141,0.0324356091921193
clintox,7,Classification,Autoreg Only,0.6572322245956668,0.0313051994969747,,,0.1197261499361843,0.0184797592081475,0.0409218021100973,0.0132568343875502
clintox,8,Classification,Barlow Closed (Text),0.6485105859182669,0.0319214934370725,,,0.1457602638607989,0.0283596064491081,0.0643491376735533,0.0230654542602867
clintox,8,Classification,Grande Closed (Text),0.6841580502215656,0.0329783043462272,,,0.1529811606304143,0.0261383266970835,0.0715700344431687,0.0213746434805171
clintox,8,Classification,CLAMP,0.6058961102904973,0.0310730466895822,,,0.122482788079803,0.0240293352691812,0.0410716618925574,0.0197393025965987
clintox,8,Classification,coati2,0.6939807976366322,0.0326270731090197,,,0.2208630759247242,0.0437946910788573,0.1394519497374786,0.0389965538861773
clintox,8,Classification,Autoreg Only,0.7144263909404234,0.032126006608968,,,0.1598070254786673,0.0252420372655293,0.0783958992914217,0.0191280672442827
clintox,9,Classification,Barlow Closed (Text),0.6918423160860796,0.036578083729888,,,0.1655203076706358,0.0339184631838703,0.0935094381054184,0.0310243342244274
clintox,9,Classification,Grande Closed (Text),0.6879333683250919,0.0348132787645159,,,0.1412931102295841,0.0262911541520062,0.0692822406643667,0.0223611940421911
clintox,9,Classification,CLAMP,0.6409293074394321,0.0330468515900727,,,0.1229343924005604,0.0250032738159785,0.050923522835343,0.0208567466005005
clintox,9,Classification,coati2,0.6942042597861818,0.0344257483743294,,,0.1992245934468947,0.0437473258896389,0.1272137238816774,0.0392375382384868
clintox,9,Classification,Autoreg Only,0.599035884969198,0.0358163944493011,,,0.0942906816317398,0.0164309560131331,0.0222798120665224,0.0116229197398587
herg_karim,0,Classification,Barlow Closed (Text),0.6967125120384434,0.0053469651018055,,,0.6522585951457442,0.0074267505949074,0.1356688019602063,0.0051756503467757
herg_karim,0,Classification,Grande Closed (Text),0.6867885084811634,0.0058405287039042,,,0.6431360457763452,0.0073554103134012,0.1265462525908073,0.0048020998940643
herg_karim,0,Classification,CLAMP,0.6989164425636814,0.0054334811322669,,,0.6544781677998186,0.0070450219734909,0.1378883746142807,0.0049365638240205
herg_karim,0,Classification,coati2,0.7255441411962278,0.005361061585365,,,0.6786822183036574,0.0067718732252355,0.1620924251181195,0.0049721843948147
herg_karim,0,Classification,Autoreg Only,0.5681468987976449,0.0061110739244519,,,0.5548820843217572,0.006987329747094,0.0382922911362193,0.0038030079669659
herg_karim,1,Classification,Barlow Closed (Text),0.6938226843156503,0.0057719371931872,,,0.6412403570310968,0.0070771754102916,0.1318625660218678,0.0049133334569114
herg_karim,1,Classification,Grande Closed (Text),0.673671981836546,0.0058636891868485,,,0.6245609739613273,0.0072418122471786,0.1151831829520982,0.0047722956744807
herg_karim,1,Classification,CLAMP,0.6965841208797443,0.005186561924067,,,0.6456556263754634,0.0073804628539376,0.1362778353662344,0.0047002688414088
herg_karim,1,Classification,coati2,0.7291694447123979,0.0053466601545409,,,0.6754530355661097,0.0068390276075144,0.1660752445568807,0.0051075511596619
herg_karim,1,Classification,Autoreg Only,0.5789285349508889,0.0058052350723206,,,0.5546660353218236,0.0069255918524107,0.0452882443125945,0.0040813233740414
herg_karim,2,Classification,Barlow Closed (Text),0.6779922855836135,0.0057071720796102,,,0.6279022495794421,0.0076851002946352,0.1214299984263398,0.0051451614178878
herg_karim,2,Classification,Grande Closed (Text),0.6649902383016381,0.0058511565275442,,,0.6159510086186166,0.0074836861634998,0.1094787574655143,0.0047547043367405
herg_karim,2,Classification,CLAMP,0.7004080570589071,0.0055690331751357,,,0.6455953678008999,0.0072506755777538,0.1391231166477976,0.005063271840575
herg_karim,2,Classification,coati2,0.7124170627614678,0.005334851330284,,,0.6571064989133845,0.0073681034731013,0.1506342477602822,0.0050619909122143
herg_karim,2,Classification,Autoreg Only,0.571590039135359,0.0059278136778681,,,0.5473870931557098,0.0072824239402037,0.0409148420026075,0.0039468738129415
herg_karim,3,Classification,Barlow Closed (Text),0.694594279625745,0.0057156680700111,,,0.6388822763655186,0.0073741109735979,0.1353857728690151,0.0049738331533297
herg_karim,3,Classification,Grande Closed (Text),0.6852920121200013,0.0058383907485077,,,0.6314101622474697,0.0070858428343465,0.1279136587509661,0.0048763784719568
herg_karim,3,Classification,CLAMP,0.7000819931408784,0.0054057324887236,,,0.64359947469416,0.0075673232654323,0.1401029711976564,0.004846419101685
herg_karim,3,Classification,coati2,0.7256497019944728,0.005225832802451,,,0.6669127249948852,0.0074875774899412,0.1634162214983816,0.0052037654377049
herg_karim,3,Classification,Autoreg Only,0.5756917390870043,0.006010596518878,,,0.5468419717432422,0.0074309820065386,0.0433454682467386,0.0038824949585419
herg_karim,4,Classification,Barlow Closed (Text),0.689582775503111,0.0057031598940165,,,0.6259397643811017,0.0073618523960915,0.129884978018142,0.0052413410447045
herg_karim,4,Classification,Grande Closed (Text),0.6753999088557135,0.0058644665388182,,,0.6140823639255355,0.007427516395672,0.1180275775625758,0.004767821467379
herg_karim,4,Classification,CLAMP,0.6965254787291579,0.0057095597131984,,,0.6311777992703435,0.0074406811458431,0.1351230129073838,0.0050179186760135
herg_karim,4,Classification,coati2,0.7234090977602267,0.0053319284717658,,,0.6561454862936978,0.0071913370175708,0.1600906999307382,0.0050109356386862
herg_karim,4,Classification,Autoreg Only,0.5855413509569264,0.0063527084695426,,,0.5459174983073031,0.0072695743779685,0.0498627119443434,0.003752354602026
herg_karim,5,Classification,Barlow Closed (Text),0.6784727563453831,0.0056685533856998,,,0.5991896839139778,0.0076162890871376,0.1242603579208219,0.0047844579542486
herg_karim,5,Classification,Grande Closed (Text),0.6642121562051914,0.0059323213687918,,,0.586972661975587,0.0075055461421708,0.1120433359824311,0.0050310892726314
herg_karim,5,Classification,CLAMP,0.6849004329327144,0.0057782193396741,,,0.6056827212973642,0.0076918224579157,0.1307533953042084,0.005170634684373
herg_karim,5,Classification,coati2,0.7107200648972957,0.0054708737399098,,,0.6303639299878163,0.0071868609421916,0.1554346039946605,0.0054327787529019
herg_karim,5,Classification,Autoreg Only,0.5761287072881979,0.0060803328132966,,,0.5189733763487872,0.0072351032945196,0.0440440503556313,0.0042152443982568
herg_karim,6,Classification,Barlow Closed (Text),0.6856992279340061,0.0055814095012531,,,0.6302343478215953,0.0076491706660326,0.1260689208653322,0.0050814426677311
herg_karim,6,Classification,Grande Closed (Text),0.6799466019189703,0.0056956267380875,,,0.6246263088255644,0.007396562054052,0.1204608818693013,0.0046320706440004
herg_karim,6,Classification,CLAMP,0.7068997250861114,0.0055088702697568,,,0.649581479191574,0.007750958602758,0.145416052235311,0.0048094302933767
herg_karim,6,Classification,coati2,0.723894844485924,0.0053058078164944,,,0.6656654571752225,0.007184704058871,0.1615000302189595,0.0051274382414872
herg_karim,6,Classification,Autoreg Only,0.5888450898793036,0.0061055544879557,,,0.556188080427124,0.0070103145104033,0.0520226534708609,0.0040585097676793
herg_karim,7,Classification,Barlow Closed (Text),0.6777395438175781,0.0053468966792183,,,0.611933701600357,0.0077853181210183,0.1228728294467627,0.0051088882093209
herg_karim,7,Classification,Grande Closed (Text),0.673350242242642,0.0056575745390701,,,0.6065206109111563,0.0075143443385532,0.117459738757562,0.0049324548848504
herg_karim,7,Classification,CLAMP,0.6890059497352944,0.0051426207751721,,,0.621119597780909,0.0077433171962177,0.1320587256273147,0.004889992443078
herg_karim,7,Classification,coati2,0.717914972274223,0.0055438401683069,,,0.6485544123719235,0.0079965668538509,0.1594935402183291,0.0054742800390605
herg_karim,7,Classification,Autoreg Only,0.571522479092422,0.0062282216972441,,,0.5301144272933873,0.0072939490297126,0.041053555139793,0.0040483151937761
herg_karim,8,Classification,Barlow Closed (Text),0.6846762846561791,0.0055057743390589,,,0.6127261143708893,0.0078112605590315,0.1293159075564272,0.0053424018184629
herg_karim,8,Classification,Grande Closed (Text),0.6709205898872819,0.0058859095585532,,,0.5994790916633317,0.0072609738523179,0.1160688848488695,0.0047271558506128
herg_karim,8,Classification,CLAMP,0.6864665820606979,0.005502487837002,,,0.61329422603714,0.0073271093084964,0.1298840192226779,0.0051928525631997
herg_karim,8,Classification,coati2,0.7180908109974994,0.0053714582482049,,,0.6438852610372509,0.0073845578869568,0.1604750542227887,0.0054601868389322
herg_karim,8,Classification,Autoreg Only,0.5917561660234344,0.00558293777557,,,0.537886853573535,0.0076881659006655,0.0544766467590729,0.0040468684419238
herg_karim,9,Classification,Barlow Closed (Text),0.681991390853058,0.0058588770221536,,,0.6268427807816976,0.0074182646691132,0.1247600673035661,0.0050408340802407
herg_karim,9,Classification,Grande Closed (Text),0.6626466155429406,0.005510325076293,,,0.6103082076618819,0.0073079822135446,0.1082254941837503,0.0050701749413492
herg_karim,9,Classification,CLAMP,0.6816051964722416,0.0055510713845961,,,0.6275302026727717,0.0071699796014248,0.1254474891946402,0.004981610873623
herg_karim,9,Classification,coati2,0.717749626531222,0.0052703966801465,,,0.6571415853768784,0.0074822793859169,0.1550588718987469,0.0050575050469846
herg_karim,9,Classification,Autoreg Only,0.5714680919341809,0.0061115435918153,,,0.5426934962556069,0.0072619174720681,0.0406107827774754,0.004045470955029
hiv,0,Classification,Barlow Closed (Text),0.6680564073592912,0.0093618350776566,,,0.0584402185732956,0.0030353811736873,0.0243521002963665,0.0023174887290347
hiv,0,Classification,Grande Closed (Text),0.6401367722024016,0.0095926499887037,,,0.0523410330632723,0.0027601478217422,0.0182529147863432,0.0019268341559371
hiv,0,Classification,CLAMP,0.8162779144327427,0.0086739684481176,,,0.165350082574029,0.0082584540508121,0.1312619642970998,0.0076778814672523
hiv,0,Classification,coati2,0.6979231009905836,0.0096613599517084,,,0.0711982732080826,0.0040967573033814,0.0371101549311535,0.0029875710435762
hiv,0,Classification,Autoreg Only,0.5939372090586488,0.0098310585447273,,,0.0434925695999991,0.0020693600777888,0.00940445132307,0.0013464526874823
